Delay (Days),Bugs Found,Bugs Fixed,Bug Fix Ratio,Team Size,Hours Worked,Budget (USD),Risk Factor,Critical Issues Found,Critical Issue Ratio,Feature Delivery Ratio,Team Skill Level,Resource Utilization Rate,Client Involvement,Complexity Score
50.0,76,31,0.40789473684210525,5,733,110852,2,15,0.19736842105263158,0.8181818181818182,Medium,69,Low,High
50.0,48,27,0.5625,5,1178,171905,8,17,0.3541666666666667,0.7272727272727273,High,50,Medium,High
23.1,20,17,0.85,10,1262,188905,5,2,0.1,0.2,Low,52,Medium,Low
50.0,63,4,0.06349206349206349,8,288,81314,8,22,0.3492063492063492,0.5,High,73,Low,Medium
17.4,20,3,0.15,10,1793,61295,8,1,0.05,0.6086956521739131,High,83,Medium,High
50.0,97,18,0.18556701030927836,18,1374,99966,2,22,0.2268041237113402,0.9117647058823529,Medium,79,Medium,High
50.0,83,75,0.9036144578313253,15,1854,116806,1,40,0.4819277108433735,0.7619047619047619,Medium,98,High,High
41.3,45,45,1.0,13,841,134836,3,12,0.26666666666666666,0.5384615384615384,Medium,71,High,Medium
50.0,72,6,0.08333333333333333,14,207,177046,10,15,0.20833333333333334,0.7931034482758621,Low,58,High,Medium
50.0,95,1,0.010526315789473684,11,276,138459,1,42,0.4421052631578947,0.9318181818181818,High,78,Medium,High
50.0,55,26,0.4727272727272727,9,920,79377,1,18,0.32727272727272727,0.5,Medium,82,High,High
33.9,30,27,0.9,10,436,86139,4,12,0.4,0.92,High,78,Low,Low
50.0,63,49,0.7777777777777778,16,472,147489,3,17,0.2698412698412698,0.75,Medium,96,Medium,Low
48.099999999999994,71,6,0.08450704225352113,19,1280,159004,9,11,0.15492957746478872,0.9459459459459459,Low,56,Medium,Medium
43.5,60,17,0.2833333333333333,20,1240,178508,9,12,0.2,0.972972972972973,Low,80,High,Low
43.4,90,48,0.5333333333333333,14,1086,109128,1,2,0.022222222222222223,0.8260869565217391,Medium,63,Low,Low
20.9,16,13,0.8125,11,1562,146979,2,1,0.0625,0.6,Low,52,Medium,High
26.299999999999997,46,23,0.5,7,314,76811,9,4,0.08695652173913043,0.9047619047619048,High,100,Medium,Medium
45.3,68,53,0.7794117647058824,10,581,140640,10,10,0.14705882352941177,0.8695652173913043,Low,63,Medium,Low
31.2,45,31,0.6888888888888889,10,732,196248,3,6,0.13333333333333333,0.3333333333333333,Medium,99,Medium,Medium
27.7,48,2,0.041666666666666664,17,728,70994,10,0,0.0,0.8444444444444444,Medium,51,High,Medium
50.0,96,27,0.28125,17,1827,197190,9,17,0.17708333333333334,0.8484848484848485,High,59,Medium,Medium
50.0,69,63,0.9130434782608695,18,287,70441,1,22,0.3188405797101449,0.8,Medium,82,Medium,High
42.599999999999994,58,22,0.3793103448275862,20,243,187992,1,11,0.1896551724137931,0.6,Medium,79,High,Low
17.3,16,11,0.6875,19,1939,64073,9,0,0.0,0.8157894736842105,High,60,Medium,Low
50.0,73,9,0.1232876712328767,15,629,142172,3,14,0.1917808219178082,1.0,High,75,Low,High
50.0,57,16,0.2807017543859649,19,1506,166401,5,20,0.3508771929824561,0.8518518518518519,Low,94,Low,High
50.0,67,62,0.9253731343283582,10,286,51425,8,32,0.47761194029850745,0.8,High,73,High,Low
37.2,70,30,0.42857142857142855,8,1481,160687,5,7,0.1,0.9024390243902439,Medium,84,Medium,Low
27.7,25,24,0.96,13,1150,64713,8,7,0.28,0.9387755102040817,Low,89,High,High
50.0,80,0,0.0,10,1972,181836,5,24,0.3,0.6428571428571429,Medium,74,High,High
18.1,12,11,0.9166666666666666,12,909,72687,8,0,0.0,0.8958333333333334,Low,50,Medium,High
50.0,85,65,0.7647058823529411,5,1255,83271,6,12,0.1411764705882353,0.9591836734693877,Low,54,Medium,High
31.7,23,19,0.8260869565217391,5,761,178491,2,11,0.4782608695652174,0.8888888888888888,Medium,76,High,High
16.3,11,9,0.8181818181818182,18,529,149305,8,2,0.18181818181818182,0.4117647058823529,Low,80,Medium,Low
28.0,18,7,0.3888888888888889,18,1150,141108,2,4,0.2222222222222222,0.8163265306122449,Low,57,Low,Medium
26.1,17,11,0.6470588235294118,11,1380,164171,5,7,0.4117647058823529,0.75,Medium,70,Low,Low
22.1,27,24,0.8888888888888888,12,642,173202,3,2,0.07407407407407407,1.0,Low,60,High,Medium
50.0,100,23,0.23,5,491,158818,6,42,0.42,1.0,High,79,Medium,Low
34.6,54,39,0.7222222222222222,11,1238,107983,2,3,0.05555555555555555,0.9795918367346939,Medium,68,High,High
44.0,55,21,0.38181818181818183,11,895,182696,6,8,0.14545454545454545,0.1,Low,60,Low,Medium
25.200000000000003,42,11,0.2619047619047619,16,515,116719,1,2,0.047619047619047616,0.5,Low,77,High,Low
50.0,93,52,0.5591397849462365,17,1027,170728,3,25,0.26881720430107525,0.9777777777777777,Low,61,High,High
50.0,65,61,0.9384615384615385,16,865,194925,5,27,0.4153846153846154,0.9629629629629629,Medium,69,Low,Low
50.0,88,5,0.056818181818181816,15,383,139624,6,28,0.3181818181818182,0.0,Medium,67,Low,Medium
36.599999999999994,28,1,0.03571428571428571,19,1290,59943,3,14,0.5,0.5789473684210527,Medium,84,Low,Medium
38.8,38,21,0.5526315789473685,9,347,155087,4,10,0.2631578947368421,0.98,High,53,Medium,Medium
50.0,99,50,0.5050505050505051,11,1876,193915,5,37,0.37373737373737376,0.8048780487804879,High,72,Low,High
50.0,98,66,0.673469387755102,19,905,67247,4,35,0.35714285714285715,1.0,Medium,63,Medium,Low
50.0,81,13,0.16049382716049382,15,240,94139,10,34,0.41975308641975306,0.6153846153846154,Low,65,Low,Low
50.0,90,48,0.5333333333333333,12,982,51771,6,34,0.37777777777777777,0.6153846153846154,Medium,77,High,Medium
50.0,97,85,0.8762886597938144,20,1492,138280,9,11,0.1134020618556701,0.7272727272727273,Low,88,High,Low
27.099999999999998,24,10,0.4166666666666667,13,1725,153540,3,9,0.375,0.5,Low,88,Medium,High
48.9,88,80,0.9090909090909091,12,498,57339,10,10,0.11363636363636363,0.9696969696969697,Medium,90,Medium,High
50.0,76,20,0.2631578947368421,17,564,167203,6,16,0.21052631578947367,0.8958333333333334,Medium,53,High,Low
25.5,34,16,0.47058823529411764,10,1575,188649,9,3,0.08823529411764706,0.3333333333333333,High,71,High,Low
33.6,29,28,0.9655172413793104,16,437,105784,10,5,0.1724137931034483,0.8823529411764706,High,63,Medium,High
21.2,19,15,0.7894736842105263,10,1142,80069,8,6,0.3157894736842105,0.9512195121951219,Medium,80,Medium,Low
50.0,79,25,0.31645569620253167,16,690,111373,4,36,0.45569620253164556,0.5454545454545454,Medium,76,Low,Medium
50.0,45,15,0.3333333333333333,6,1841,117092,5,17,0.37777777777777777,0.9565217391304348,Medium,50,Medium,Low
38.6,34,9,0.2647058823529412,19,1594,115811,7,8,0.23529411764705882,0.42857142857142855,Medium,53,Medium,Medium
37.4,33,5,0.15151515151515152,7,1585,78128,3,13,0.3939393939393939,0.7272727272727273,Medium,75,Medium,Low
50.0,52,21,0.40384615384615385,11,671,104357,10,20,0.38461538461538464,0.5789473684210527,High,92,Medium,Low
16.4,34,5,0.14705882352941177,19,434,166238,9,3,0.08823529411764706,0.9473684210526315,Medium,99,Medium,High
50.0,56,20,0.35714285714285715,16,1524,114058,10,25,0.44642857142857145,0.7619047619047619,High,67,Low,Low
46.0,86,2,0.023255813953488372,5,869,178313,10,8,0.09302325581395349,0.8979591836734694,Medium,79,Medium,Medium
31.8,26,17,0.6538461538461539,6,1384,192383,4,13,0.5,0.9310344827586207,High,100,High,Medium
39.7,53,1,0.018867924528301886,14,1951,195305,5,9,0.16981132075471697,0.8043478260869565,Low,71,Low,Low
50.0,99,20,0.20202020202020202,13,393,171726,7,9,0.09090909090909091,0.775,Low,76,High,Medium
24.4,16,8,0.5,19,887,116838,1,6,0.375,0.8695652173913043,High,67,Medium,Low
50.0,66,66,1.0,17,688,181033,1,18,0.2727272727272727,0.975,Low,90,Low,Low
32.599999999999994,36,1,0.027777777777777776,9,1349,175597,5,5,0.1388888888888889,0.46153846153846156,Medium,66,Medium,High
50.0,100,4,0.04,7,1966,122307,9,48,0.48,0.46153846153846156,Low,87,High,High
47.599999999999994,56,49,0.875,13,760,83702,4,10,0.17857142857142858,0.3333333333333333,Medium,56,High,Low
32.0,27,16,0.5925925925925926,16,579,88192,1,8,0.2962962962962963,0.8275862068965517,Medium,58,High,Medium
27.9,15,2,0.13333333333333333,11,1945,145011,3,6,0.4,1.0,Low,78,High,High
37.4,48,25,0.5208333333333334,19,1632,117908,9,5,0.10416666666666667,0.7272727272727273,Medium,65,High,Medium
30.6,19,1,0.05263157894736842,16,1875,115731,5,8,0.42105263157894735,0.6666666666666666,High,58,High,Medium
8.6,12,11,0.9166666666666666,12,1118,148831,6,1,0.08333333333333333,0.9130434782608695,Low,95,Medium,Medium
42.2,73,7,0.0958904109589041,7,986,84503,5,2,0.0273972602739726,0.4444444444444444,Low,56,Low,Low
21.6,40,0,0.0,5,1262,83633,8,0,0.0,0.7297297297297297,Medium,77,High,Low
50.0,81,56,0.691358024691358,11,1425,164436,1,36,0.4444444444444444,0.8666666666666667,Medium,98,High,High
50.0,72,17,0.2361111111111111,11,379,137300,7,29,0.4027777777777778,0.0,Medium,63,Low,Low
23.6,20,11,0.55,7,1692,108938,9,4,0.2,0.9024390243902439,Medium,57,Low,High
50.0,100,9,0.09,9,694,137738,5,10,0.1,0.7222222222222222,Low,82,Medium,Low
50.0,94,27,0.2872340425531915,11,288,130585,5,10,0.10638297872340426,0.7272727272727273,High,57,Medium,High
23.3,15,12,0.8,12,1970,147933,4,3,0.2,0.7,Low,71,Low,High
50.0,84,27,0.32142857142857145,9,925,149283,4,28,0.3333333333333333,0.8333333333333334,Medium,93,Medium,High
26.0,28,3,0.10714285714285714,6,762,197947,5,1,0.03571428571428571,0.85,Low,57,Low,High
50.0,73,29,0.3972602739726027,9,667,161533,8,25,0.3424657534246575,0.6551724137931034,Low,83,Low,Medium
19.8,10,7,0.7,12,1610,133933,1,5,0.5,0.5882352941176471,Medium,96,High,Medium
50.0,66,45,0.6818181818181818,9,835,149551,2,28,0.42424242424242425,0.775,Medium,83,High,High
50.0,64,12,0.1875,19,342,181809,5,26,0.40625,0.2857142857142857,Low,53,Low,Medium
41.4,38,26,0.6842105263157895,5,1492,59268,7,11,0.2894736842105263,0.9565217391304348,Medium,70,High,High
20.099999999999998,14,9,0.6428571428571429,5,1570,75018,8,7,0.5,0.84375,High,98,Low,Medium
49.599999999999994,43,36,0.8372093023255814,6,1324,115032,5,19,0.4418604651162791,0.0,Medium,84,High,Low
50.0,98,42,0.42857142857142855,6,1917,108029,9,30,0.30612244897959184,0.8275862068965517,High,64,Medium,High
43.7,27,15,0.5555555555555556,10,317,94065,10,12,0.4444444444444444,0.6521739130434783,High,57,Medium,Medium
41.8,68,4,0.058823529411764705,17,833,140015,6,10,0.14705882352941177,0.8,Medium,93,Medium,Low
50.0,85,54,0.6352941176470588,9,832,119875,7,38,0.4470588235294118,0.0,Low,92,Medium,Low
35.8,28,17,0.6071428571428571,18,503,74512,7,14,0.5,0.875,Medium,93,Medium,Medium
50.0,90,65,0.7222222222222222,7,1292,119729,2,42,0.4666666666666667,0.8181818181818182,High,54,Medium,High
30.0,32,31,0.96875,10,1933,134040,6,7,0.21875,0.8809523809523809,High,73,Low,High
41.3,78,44,0.5641025641025641,10,966,144919,10,5,0.0641025641025641,0.9767441860465116,Low,63,Medium,Low
28.6,32,12,0.375,18,387,69472,6,8,0.25,0.6296296296296297,High,100,High,Medium
39.400000000000006,39,32,0.8205128205128205,19,1774,77840,1,7,0.1794871794871795,0.8333333333333334,Medium,84,Low,High
43.2,74,49,0.6621621621621622,17,703,180175,9,7,0.0945945945945946,0.8214285714285714,Medium,70,High,Low
32.8,73,58,0.7945205479452054,20,871,142586,9,1,0.0136986301369863,1.0,Medium,63,Low,High
23.6,34,33,0.9705882352941176,5,1841,98728,4,1,0.029411764705882353,0.8181818181818182,Low,68,Medium,Low
50.0,95,12,0.12631578947368421,15,752,138949,5,28,0.29473684210526313,0.3333333333333333,Low,75,Low,Low
36.7,33,13,0.3939393939393939,9,838,101551,5,11,0.3333333333333333,0.9230769230769231,High,86,Medium,High
36.5,29,12,0.41379310344827586,19,1005,170218,8,11,0.3793103448275862,1.0,Low,56,High,Medium
41.2,59,1,0.01694915254237288,7,1546,141774,6,9,0.15254237288135594,1.0,High,50,Medium,Low
39.0,29,21,0.7241379310344828,15,1963,187061,4,9,0.3103448275862069,0.8666666666666667,High,51,Low,Medium
37.9,53,35,0.660377358490566,20,1212,161655,7,7,0.1320754716981132,0.5263157894736842,High,90,Medium,Low
41.300000000000004,34,24,0.7058823529411765,10,1286,156072,3,10,0.29411764705882354,0.0,Medium,57,Low,Low
39.1,45,22,0.4888888888888889,6,815,159236,4,7,0.15555555555555556,0.8863636363636364,Low,57,High,Low
32.1,26,5,0.19230769230769232,7,867,139377,6,13,0.5,0.0,Medium,96,Medium,Medium
50.0,67,61,0.9104477611940298,19,518,62884,4,26,0.3880597014925373,0.5,Medium,91,Low,Medium
49.1,74,11,0.14864864864864866,14,406,141194,6,12,0.16216216216216217,0.9629629629629629,Low,68,High,High
15.9,12,5,0.4166666666666667,20,1708,191541,7,0,0.0,0.7272727272727273,Low,61,High,Low
37.800000000000004,79,45,0.569620253164557,9,568,196069,1,2,0.02531645569620253,0.7,High,77,High,High
30.299999999999997,44,16,0.36363636363636365,14,1655,155490,3,5,0.11363636363636363,0.45454545454545453,Medium,77,Low,High
50.0,49,21,0.42857142857142855,6,746,193938,6,18,0.3673469387755102,0.7297297297297297,Medium,54,Medium,Medium
18.4,40,21,0.525,16,996,154926,10,1,0.025,0.42857142857142855,Low,93,Medium,Medium
24.1,12,5,0.4166666666666667,11,380,147383,6,6,0.5,0.0,Low,75,Medium,High
50.0,43,1,0.023255813953488372,18,1865,57954,10,17,0.3953488372093023,0.9387755102040817,Low,53,Medium,Low
50.0,90,18,0.2,14,1503,152185,4,17,0.18888888888888888,0.7647058823529411,Low,72,Medium,Medium
50.0,78,46,0.5897435897435898,13,727,161100,1,36,0.46153846153846156,0.8484848484848485,High,55,High,Low
50.0,99,8,0.08080808080808081,10,975,197189,3,46,0.46464646464646464,0.8461538461538461,Medium,63,High,Low
50.0,60,9,0.15,15,315,191598,6,24,0.4,0.75,Low,66,Medium,Medium
37.0,25,25,1.0,6,1467,153932,10,7,0.28,0.47368421052631576,Low,75,Low,High
50.0,44,24,0.5454545454545454,17,1902,83560,4,21,0.4772727272727273,0.9459459459459459,Medium,77,High,Low
50.0,58,8,0.13793103448275862,20,949,155931,10,26,0.4482758620689655,0.9090909090909091,Medium,51,Medium,High
50.0,68,30,0.4411764705882353,11,378,145097,6,30,0.4411764705882353,0.9714285714285714,Medium,53,Medium,Low
35.0,70,50,0.7142857142857143,9,556,73676,5,4,0.05714285714285714,0.7368421052631579,Medium,90,Low,Medium
38.8,62,56,0.9032258064516129,7,1219,182224,6,8,0.12903225806451613,0.9259259259259259,Medium,84,Medium,Low
44.5,58,20,0.3448275862068966,14,937,148639,7,12,0.20689655172413793,0.9090909090909091,Low,97,High,High
19.999999999999996,46,39,0.8478260869565217,14,739,116076,2,1,0.021739130434782608,0.7727272727272727,High,99,High,Low
40.6,32,28,0.875,9,1785,192764,3,7,0.21875,0.8205128205128205,Medium,50,Low,High
50.0,66,6,0.09090909090909091,16,806,174424,3,31,0.4696969696969697,0.7777777777777778,Medium,64,High,Medium
49.2,69,37,0.5362318840579711,19,863,153415,7,10,0.14492753623188406,0.8333333333333334,Medium,50,Medium,High
18.5,14,13,0.9285714285714286,12,1051,158467,3,4,0.2857142857142857,0.8387096774193549,Low,71,Medium,Medium
33.7,34,25,0.7352941176470589,5,255,60139,3,8,0.23529411764705882,0.9629629629629629,High,65,Medium,High
18.200000000000003,21,0,0.0,15,329,135095,5,2,0.09523809523809523,0.6,Low,68,High,Low
38.7,50,36,0.72,18,1169,198432,7,6,0.12,0.7959183673469388,Low,69,High,Low
32.4,21,1,0.047619047619047616,6,1150,107046,6,9,0.42857142857142855,0.9166666666666666,Low,52,High,Medium
50.0,60,60,1.0,19,1504,175634,6,27,0.45,0.8888888888888888,Low,95,High,High
45.7,39,33,0.8461538461538461,9,637,53848,4,12,0.3076923076923077,0.6428571428571429,Low,55,Medium,Low
50.0,70,67,0.9571428571428572,16,583,156791,2,26,0.37142857142857144,0.95,High,77,Medium,High
50.0,68,28,0.4117647058823529,9,638,194106,7,17,0.25,0.5263157894736842,High,62,Medium,Low
50.0,79,54,0.6835443037974683,5,832,109466,6,39,0.4936708860759494,0.7714285714285715,Medium,100,Low,High
24.3,21,9,0.42857142857142855,8,1206,56276,2,7,0.3333333333333333,0.7407407407407407,Low,95,Low,Low
33.8,25,24,0.96,12,1695,159920,6,11,0.44,0.8,High,71,Low,Medium
15.700000000000001,13,5,0.38461538461538464,6,1849,165682,5,0,0.0,0.8461538461538461,High,71,High,High
27.200000000000003,17,16,0.9411764705882353,8,1738,76641,3,7,0.4117647058823529,0.0,High,77,Low,Low
50.0,60,41,0.6833333333333333,14,1134,52332,9,17,0.2833333333333333,0.7777777777777778,Medium,72,Low,High
36.199999999999996,41,41,1.0,6,1608,128205,1,5,0.12195121951219512,1.0,Medium,53,Low,High
43.6,47,22,0.46808510638297873,16,1592,113357,8,14,0.2978723404255319,1.0,Low,70,High,Medium
46.7,53,27,0.5094339622641509,17,206,86858,8,12,0.22641509433962265,0.8387096774193549,Medium,71,Low,Low
23.2,35,29,0.8285714285714286,12,1314,112944,10,4,0.11428571428571428,0.8936170212765957,Medium,79,Medium,High
38.1,40,20,0.5,17,1902,114622,8,10,0.25,0.8461538461538461,Low,72,High,Low
50.0,43,27,0.627906976744186,9,1418,83565,10,21,0.4883720930232558,0.95,Low,76,Low,Low
50.0,94,72,0.7659574468085106,16,356,91545,9,19,0.20212765957446807,0.8571428571428571,High,74,Low,Low
50.0,51,1,0.0196078431372549,7,582,103449,2,15,0.29411764705882354,0.3333333333333333,High,53,High,High
33.099999999999994,36,2,0.05555555555555555,18,1512,157346,2,2,0.05555555555555555,0.5454545454545454,Medium,61,High,High
49.699999999999996,36,19,0.5277777777777778,10,641,96033,5,15,0.4166666666666667,0.92,Low,78,Low,High
50.0,82,1,0.012195121951219513,10,1991,116078,4,24,0.2926829268292683,0.9534883720930233,Low,89,Low,High
50.0,68,2,0.029411764705882353,15,233,190409,9,25,0.36764705882352944,1.0,Medium,81,Medium,Low
50.0,71,8,0.11267605633802817,11,762,186407,9,16,0.22535211267605634,0.8275862068965517,Low,50,High,Low
13.3,11,10,0.9090909090909091,9,626,162694,7,4,0.36363636363636365,0.8,Low,95,Low,Medium
32.2,21,14,0.6666666666666666,16,395,65129,1,10,0.47619047619047616,0.7037037037037037,Low,83,Medium,Low
33.8,23,17,0.7391304347826086,17,1188,177487,4,10,0.43478260869565216,0.7,Medium,98,Low,High
50.0,69,5,0.07246376811594203,10,1952,93299,2,15,0.21739130434782608,0.7916666666666666,Medium,69,Medium,Medium
31.0,48,11,0.22916666666666666,12,755,81802,2,1,0.020833333333333332,0.7222222222222222,Low,67,High,Low
15.299999999999999,23,23,1.0,20,755,170386,5,0,0.0,0.9,High,68,Low,High
40.0,63,61,0.9682539682539683,10,844,197566,3,7,0.1111111111111111,0.42857142857142855,Low,72,Medium,High
31.8,49,1,0.02040816326530612,18,312,100140,7,4,0.08163265306122448,0.8064516129032258,High,82,High,Medium
48.49999999999999,92,7,0.07608695652173914,5,1917,87508,4,9,0.09782608695652174,0.6,Medium,93,Low,Low
50.0,92,4,0.043478260869565216,13,339,126687,1,15,0.16304347826086957,0.4166666666666667,Low,60,High,Medium
40.0,44,31,0.7045454545454546,12,895,183650,7,9,0.20454545454545456,0.7916666666666666,High,66,Low,Low
35.1,34,8,0.23529411764705882,11,1770,77796,6,10,0.29411764705882354,0.625,Medium,63,High,Medium
50.0,76,70,0.9210526315789473,20,1278,136214,7,28,0.3684210526315789,0.125,Low,70,High,Low
50.0,86,34,0.3953488372093023,14,1759,93670,5,41,0.47674418604651164,0.875,High,93,High,High
21.6,17,10,0.5882352941176471,5,1456,179236,3,6,0.35294117647058826,0.8918918918918919,High,95,Low,Low
40.1,47,9,0.19148936170212766,8,2000,186144,8,12,0.2553191489361702,0.8823529411764706,Medium,80,High,Medium
50.0,75,1,0.013333333333333334,17,1486,167918,3,17,0.22666666666666666,0.975,Medium,76,Medium,High
50.0,38,24,0.631578947368421,18,1541,159978,10,17,0.4473684210526316,0.7,Low,71,High,Low
36.4,23,23,1.0,19,896,183558,10,11,0.4782608695652174,0.2,Low,65,High,High
43.7,55,19,0.34545454545454546,6,1195,97084,7,11,0.2,0.6956521739130435,High,79,High,Low
45.2,79,0,0.0,17,1401,138469,6,8,0.10126582278481013,1.0,Medium,65,High,Low
50.0,79,42,0.5316455696202531,16,634,71275,2,37,0.46835443037974683,1.0,Low,97,Medium,High
50.0,78,2,0.02564102564102564,15,1367,132596,10,34,0.4358974358974359,0.6428571428571429,Low,84,High,High
18.4,24,9,0.375,11,1279,62890,9,2,0.08333333333333333,1.0,Medium,69,Medium,Low
18.9,18,0,0.0,12,315,170725,6,4,0.2222222222222222,0.9787234042553191,High,80,Low,Medium
50.0,92,50,0.5434782608695652,8,1315,166047,9,25,0.2717391304347826,0.7741935483870968,Medium,75,Medium,Medium
50.0,100,97,0.97,20,1010,184949,8,12,0.12,0.6774193548387096,High,75,High,High
50.0,46,41,0.8913043478260869,18,722,92149,8,22,0.4782608695652174,0.95,High,52,Medium,High
50.0,59,24,0.4067796610169492,18,1240,147656,8,21,0.3559322033898305,0.625,Low,55,Medium,High
47.3,92,8,0.08695652173913043,12,483,168686,4,1,0.010869565217391304,0.9487179487179487,Medium,64,High,High
25.1,20,7,0.35,9,1320,155396,3,6,0.3,0.8157894736842105,Medium,92,Medium,Low
50.0,96,49,0.5104166666666666,9,554,152481,3,12,0.125,0.8863636363636364,Medium,58,Medium,High
38.0,50,5,0.1,8,1559,58776,9,5,0.1,0.8292682926829268,High,65,Low,High
50.0,70,1,0.014285714285714285,9,248,183892,9,20,0.2857142857142857,0.8085106382978723,High,54,High,Low
21.5,16,14,0.875,10,1480,81923,6,7,0.4375,0.8571428571428571,Low,94,Medium,Low
49.599999999999994,61,17,0.2786885245901639,10,1921,95710,1,12,0.19672131147540983,0.9318181818181818,High,61,Medium,High
22.8,21,19,0.9047619047619048,11,1256,133716,1,9,0.42857142857142855,0.9310344827586207,Low,100,Low,Low
50.0,62,38,0.6129032258064516,16,793,51929,7,26,0.41935483870967744,0.4117647058823529,Low,64,High,Medium
50.0,98,98,1.0,12,1802,97100,8,41,0.41836734693877553,0.8125,Medium,80,Medium,Medium
50.0,87,51,0.5862068965517241,10,1175,193552,5,11,0.12643678160919541,0.8260869565217391,Low,69,High,Low
49.0,38,3,0.07894736842105263,11,1065,60886,9,18,0.47368421052631576,0.16666666666666666,Low,72,Low,Medium
46.0,46,45,0.9782608695652174,9,591,80825,7,13,0.2826086956521739,0.8125,Low,59,Medium,Medium
21.8,11,11,1.0,12,1763,123412,9,3,0.2727272727272727,1.0,High,50,Medium,Medium
50.0,94,82,0.8723404255319149,7,950,77042,7,17,0.18085106382978725,0.7307692307692307,Medium,69,High,High
50.0,92,0,0.0,5,1681,78916,5,44,0.4782608695652174,0.4166666666666667,Medium,61,Low,Medium
50.0,95,45,0.47368421052631576,14,547,52282,6,32,0.3368421052631579,0.8823529411764706,High,96,High,High
25.9,59,16,0.2711864406779661,14,1250,81189,5,2,0.03389830508474576,1.0,Low,89,Medium,Low
48.5,51,39,0.7647058823529411,16,400,132901,5,14,0.27450980392156865,0.7058823529411765,Low,74,Low,Low
24.0,60,37,0.6166666666666667,14,1437,113023,3,1,0.016666666666666666,0.9090909090909091,Low,95,Medium,Medium
26.9,19,1,0.05263157894736842,19,1432,122435,1,8,0.42105263157894735,0.7714285714285715,Low,84,Medium,Low
43.5,50,6,0.12,19,1004,51833,6,12,0.24,0.6153846153846154,Medium,65,High,High
50.0,45,35,0.7777777777777778,17,878,83425,10,22,0.4888888888888889,0.6521739130434783,Medium,67,Low,Medium
50.0,68,38,0.5588235294117647,6,1937,128960,1,22,0.3235294117647059,0.9722222222222222,Medium,81,High,Low
50.0,83,25,0.30120481927710846,7,1846,146431,6,15,0.18072289156626506,0.6551724137931034,Low,92,High,Medium
50.0,70,8,0.11428571428571428,16,1685,160269,3,14,0.2,0.9183673469387755,Medium,78,Medium,Low
45.599999999999994,46,43,0.9347826086956522,5,1175,130707,9,14,0.30434782608695654,0.9375,Low,66,Low,Low
45.1,34,33,0.9705882352941176,6,1348,186706,4,14,0.4117647058823529,0.8444444444444444,High,58,High,Low
50.0,91,3,0.03296703296703297,12,848,112768,2,42,0.46153846153846156,0.2222222222222222,Medium,51,Low,High
50.0,75,44,0.5866666666666667,17,254,56410,7,34,0.4533333333333333,0.9230769230769231,High,52,High,Medium
50.0,54,11,0.2037037037037037,19,835,144753,1,19,0.35185185185185186,0.9166666666666666,High,97,Low,High
41.7,38,34,0.8947368421052632,15,1507,110799,10,11,0.2894736842105263,0.9130434782608695,High,51,High,Low
49.8,63,6,0.09523809523809523,20,1097,137524,5,13,0.20634920634920634,1.0,Low,68,Medium,Medium
50.0,42,4,0.09523809523809523,12,204,78877,4,16,0.38095238095238093,0.9387755102040817,Medium,50,Low,High
17.299999999999997,12,7,0.5833333333333334,17,1254,105239,10,6,0.5,1.0,High,84,High,Medium
50.0,84,83,0.9880952380952381,15,955,143845,7,17,0.20238095238095238,0.9523809523809523,Low,69,Medium,High
50.0,92,10,0.10869565217391304,9,1876,143930,8,33,0.358695652173913,0.75,Low,58,High,Low
50.0,94,39,0.4148936170212766,11,1516,163289,3,10,0.10638297872340426,0.7857142857142857,Medium,89,Medium,Low
34.4,33,15,0.45454545454545453,14,1829,187473,2,3,0.09090909090909091,0.8974358974358975,Medium,60,Medium,High
38.8,26,13,0.5,16,1155,86762,5,13,0.5,0.9696969696969697,Low,65,Low,Low
37.6,39,29,0.7435897435897436,5,461,89554,4,9,0.23076923076923078,0.8222222222222222,Low,58,Medium,High
43.8,72,17,0.2361111111111111,10,1411,169001,3,12,0.16666666666666666,0.9629629629629629,Low,84,High,Low
32.4,70,52,0.7428571428571429,19,885,153130,3,6,0.08571428571428572,0.9583333333333334,High,93,Medium,Medium
50.0,93,33,0.3548387096774194,6,1131,90376,5,45,0.4838709677419355,0.8958333333333334,High,97,Low,High
49.2,73,46,0.6301369863013698,12,352,142410,10,15,0.2054794520547945,0.9393939393939394,High,86,High,Low
50.0,75,46,0.6133333333333333,9,1580,83781,8,37,0.49333333333333335,0.2857142857142857,Medium,77,High,Low
40.6,42,27,0.6428571428571429,17,1706,89438,8,14,0.3333333333333333,1.0,Medium,70,Low,High
42.6,47,3,0.06382978723404255,7,1716,118769,9,8,0.1702127659574468,0.8125,Low,60,Low,High
50.0,85,16,0.18823529411764706,8,1083,169140,8,37,0.43529411764705883,0.8461538461538461,Low,60,Medium,Medium
50.0,87,8,0.09195402298850575,18,1455,124814,9,38,0.4367816091954023,0.1111111111111111,Low,61,High,Low
27.8,25,7,0.28,13,652,54311,5,8,0.32,0.9428571428571428,High,86,High,Medium
50.0,90,24,0.26666666666666666,13,939,76542,2,30,0.3333333333333333,0.875,Low,65,High,High
50.0,51,17,0.3333333333333333,11,807,56110,1,23,0.45098039215686275,0.7222222222222222,High,61,Medium,High
50.0,64,36,0.5625,15,1076,191851,8,13,0.203125,1.0,Low,86,Low,High
50.0,42,33,0.7857142857142857,18,1556,59348,8,18,0.42857142857142855,0.64,High,56,Medium,High
